Constructed from biom file																																											
OTU ID	107	108	13	146	1851A	1851B	1851C	1852A	1852B	1852C	1853A	1853B	1853C	351	3621A	3621B	3621C	3622A	3622B	3622C	3623A	3623B	3623C	379	64	89	Aip24B	CX	MF1A	MF1B	MF1C	MF2A	MF2B	MF2C	MF3A	MF3B	MF3C	MacPC	RT13	RT146	RT351	RT64	taxonomy
OTU_193	1	0	2	1	0	2	1	0	0	1	1	3	0	0	2	0	0	1	2	1	2	2	1	0	2	1	0	3	3	0	1	0	0	0	1	0	1	36	1	0	0	0	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; uncultured organism
OTU_197	3	154	7	157	2	4	4	8	13	7	12	4	13	5	5	6	4	5	2	5	0	5	2	18	246	4	11	14	3	11	7	8	4	13	8	20	11	33	14	2	7	4	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius; uncultured organism
OTU_198	1	10	22	24	6	8	5	12	1	7	8	11	8	28	13	16	5	11	8	5	7	9	16	35	21	4	26	2363	23	15	7	14	18	23	18	29	15	27	15	6	47	13	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
OTU_20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius
OTU_200	0	2	0	0	0	0	3	2	2	4	4	2	4	3	2	1	1	1	0	1	1	0	0	0	2	2	2	2	2	4	3	1	3	2	1	2	1	60	1	0	0	1	Unassigned
OTU_207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	2	0	0	0	0	0	0	0	0	1	0	2	0	2	18	0	0	0	1	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; uncultured organism
OTU_21	112	86	79	283	46	39	36	32	35	55	54	51	76	513	44	54	40	54	56	59	67	66	47	100	97	43	150	268	5457	3410	4357	4320	3686	4058	2434	4570	3098	411	37	50	182	43	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Flammeovirgaceae; Fabibacter
OTU_219	422	25	139	818	29	41	33	42	36	64	80	70	137	30	20	26	16	13	19	28	23	23	20	30	15	34	9	482	37	18	26	17	19	32	38	47	30	59	28	166	1120	334	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae
OTU_22	2	2	0	0	4	2	1	1	1	2	2	1	4	1	1	1	2	1	4	1	4	4	2	0	4	5	1	2	2	2	3	1	2	1	3	1	3	3	2	4	3	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter; uncultured bacterium
OTU_23	4	1	6	3	4	2	2	3	4	1	2	6	4	4	1	4	0	0	3	3	4	1	1	1	2	1	2	0	3	2	1	2	5	3	7	3	7	4	2	2	1	2	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Labrenzia
OTU_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; Planctomyces; uncultured bacterium
OTU_246	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	1	1	1	1	3	0	2	0	0	0	2	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius
OTU_25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	1	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter; uncultured bacterium
OTU_263	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	65	0	0	0	0	Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; Planctomyces; uncultured planctomycete
OTU_268	22	12	24	16	13	7	8	10	10	11	8	6	11	69	11	11	11	6	11	13	16	12	13	24	4	375	3	68	17	11	7	13	12	17	26	27	27	87	12	13	1082	16	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Nitratireductor
OTU_269	10	13	23	12	11	6	2	5	5	11	9	9	18	27	168	161	131	106	147	158	207	219	185	43	4	14	9	84	20	15	12	16	15	26	30	33	26	61	9	32	14	37	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Ensifer
OTU_27	1	0	2	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	2	1	0	1	0	4	0	2	1	2	3	0	0	0	0	2	2	4	0	2	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; uncultured
OTU_270	2554	1873	5240	2013	940	961	1068	1248	1348	1719	2547	2193	3403	384	514	556	405	441	605	479	604	662	548	261	121	303	175	585	1514	1390	1113	2124	1995	2608	2045	3650	3198	482	1673	1734	184	1828	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; uncultured; uncultured bacterium
OTU_271	2	2	4	5	1	0	2	3	0	4	1	5	8	8	1	2	6	0	6	3	5	2	3	11	1	2	1	22	5	8	0	6	2	2	6	11	5	367	3	6	15	7	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales
OTU_272	84	10	229	11	34	44	35	39	49	37	78	64	91	29	17	31	26	18	20	18	38	34	23	65	16	8	10	109	48	32	13	38	38	46	55	117	108	43	11	33	65	51	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Nitratireductor
OTU_284	316	51	41	114	29	27	32	23	34	40	42	52	64	33	36	38	31	40	48	52	55	44	36	101	8	52	30	885	65	36	34	54	53	67	42	84	77	5641	44	198	62	112	Bacteria; Proteobacteria; Alphaproteobacteria; OCS116 clade; Unknown Family
OTU_29	17	23	4133	6	11	15	16	22	22	24	27	26	35	4	10	29	13	13	20	11	36	26	25	6	28	6	11	5	16	14	5	21	28	22	15	42	31	102	2042	22	5	28	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; uncultured organism
OTU_295	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	2	0	0	0	0	1	29	0	0	0	1	Bacteria; Proteobacteria; Alphaproteobacteria; 4-Org1-14; uncultured bacterium
OTU_297	0	2	0	1	2	1	1	2	0	1	2	2	2	3	2	3	0	3	1	1	0	1	1	14	4	4	4	2	4	3	2	2	5	2	0	6	6	152	15	3	2	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius
OTU_3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
OTU_30	10065	6082	55	19	34	31	34	47	47	44	59	51	73	23	40	45	18	35	49	40	54	42	30	22	39	29	18	17	39	25	26	36	42	46	32	48	47	129	26	9259	22	8290	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; uncultured bacterium
OTU_303	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	29	0	2	0	0	0	0	0	0	0	1	1	0	0	5	0	1	1	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
OTU_317	32	23	24	25	20	27	29	19	23	29	24	22	36	1	14	17	10	8	14	12	10	9	9	15	8	16	1	1	16	15	19	18	20	33	29	42	17	9	14	20	1	23	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; uncultured
OTU_318	3	11	21	1	3	2	1	1	1	6	1	3	7	1	2	2	0	2	5	7	2	4	4	1	0	39	3	46	4	3	5	6	14	11	10	29	6	1	2	1	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Labrenzia
OTU_32	1	0	0	0	0	1	0	2	3	0	0	0	1	0	2	2	0	0	3	1	2	1	0	0	0	0	0	0	0	2	0	0	0	1	2	0	3	0	0	0	0	0	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; uncultured bacterium
OTU_322	1	1	1	4	0	0	2	0	1	0	0	0	0	16	0	0	0	0	1	0	3	0	0	12	2	2	1	4	1	0	0	1	1	6	3	5	1	3	0	0	1	1	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius; uncultured bacterium
OTU_326	5	3	1	4	2	1	2	0	3	4	3	1	2	1	5	4	2	1	8	3	4	1	2	7	462	1	4	19	5	3	6	4	4	9	2	9	10	3	6	7	4	5	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales
OTU_331	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Thalassobaculum; uncultured alpha proteobacterium
OTU_34	5944	3485	18	16	25	23	16	21	19	26	28	19	43	21	23	20	20	25	21	21	32	25	19	12	22	13	9	14	29	13	15	23	17	24	20	38	23	78	18	5079	13	4474	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; uncultured bacterium
OTU_347	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius
OTU_349	1	1	3	1	0	4	0	0	4	2	1	1	3	1	0	0	0	0	3	1	1	1	1	1	0	0	2	1	2	0	2	1	2	1	1	1	2	2	76	1	4	1	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; uncultured; uncultured bacterium
OTU_38	1	1	0	0	14	9	14	31	28	29	32	41	68	1	18	31	14	22	32	27	38	41	27	0	11	0	0	0	4	11	10	8	15	10	9	15	12	4	0	2	0	1	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; uncultured bacterium
OTU_381	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	1	6	1	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Nitratireductor
OTU_383	65	0	1	7	7	3	2	6	2	8	2	6	5	2099	2	6	2	3	6	5	2	7	7	671	0	6	5	6	8	11	1	7	7	1	5	9	6	32	5	27	7	29	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Nannocystaceae; uncultured
OTU_384	5	2	0	2	2	3	3	3	2	4	2	2	3	2	3	3	0	1	3	3	3	3	1	8	0	0	1	3	4	4	2	3	3	1	1	2	5	302	4	4	2	2	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae; Alcanivorax
OTU_385	3	1	1	2	1	1	0	0	2	3	4	3	0	1	2	1	1	0	2	2	1	0	1	6	0	4	2	14	3	2	2	2	1	2	0	7	3	213	2	2	1	5	Bacteria; Proteobacteria; Alphaproteobacteria; OCS116 clade; Unknown Family; Candidatus Phaeomarinobacter
OTU_388	0	0	0	1	1	0	1	0	0	1	2	0	1	4	0	3	2	2	0	2	2	1	0	6	0	0	2	31	1	2	1	2	1	2	1	4	1	99	0	5	2	4	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales
OTU_389	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	38	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; uncultured; uncultured bacterium
OTU_393	0	0	0	17	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	3	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Pelagibacterium; uncultured bacterium
OTU_4	32358	43549	41040	4469	19667	18381	16053	17157	15250	21187	17757	15174	28058	1829	30111	31513	21777	26547	36864	42517	34719	32255	28159	1747	5698	51017	24047	48506	36549	26740	20926	25559	26135	34970	27761	42979	36849	2451	36796	20409	8812	18692	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Labrenzia
OTU_402	33	6	7	68	4	10	11	9	6	9	11	21	18	6	1	2	3	2	3	1	4	5	2	5	1	3	1	6	2	2	4	4	5	8	5	10	13	3	3	15	22	24	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Variibacter
OTU_403	4	2	9	0	0	1	0	0	2	0	0	1	0	1	3	3	4	3	2	5	6	4	0	2	21	1	0	8	6	5	2	5	4	3	6	15	4	4	3	11	1	5	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; uncultured
OTU_411	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	1	2	4	2	0	0	4	3	5	3	3	1	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; uncultured; uncultured organism
OTU_416	2	2	0	3	16	16	17	25	33	27	20	30	41	5	1	5	3	1	3	0	2	3	0	94	1	1	0	9	0	1	2	2	1	1	0	1	2	4	0	0	1	0	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Pseudospirillum; uncultured gamma proteobacterium
OTU_429	4	1	9	2	2	2	1	1	0	2	1	3	3	5	0	0	0	0	2	1	0	2	1	7	0	2	0	8	12	2	9	5	6	8	12	28	9	0	0	2	4	3	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Nitratireductor; uncultured bacterium
OTU_434	20	10	16	6	167	161	160	225	237	313	413	330	493	8	240	286	169	203	261	215	324	312	256	6	190	6	1	4	113	161	96	274	242	285	239	411	335	30	9	17	10	13	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; uncultured bacterium
OTU_443	3	6	2	4	5	6	6	5	6	4	4	3	7	3	4	4	6	4	2	2	4	2	1	3	1	8	2	1	18	13	8	7	10	8	4	10	15	369	3	1	1	1	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Porticoccaceae
OTU_449	19	7	324	13	23	21	18	29	23	38	39	36	57	7	14	13	5	10	12	12	12	23	12	92	351	16	11	24	13	4	13	12	9	18	14	21	12	16	79	223	339	128	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Erythrobacter
OTU_450	6	6	3	5	6	4	3	4	0	5	4	4	4	4	5	2	3	8	2	5	2	8	3	9	5	7	2	5	8	8	7	5	6	8	3	13	11	14	613	6	10	1	Bacteria; Proteobacteria; Gammaproteobacteria; KI89A clade; uncultured bacterium
OTU_458	2	0	0	1	0	0	2	1	0	0	2	0	2	1	1	1	2	2	1	0	2	0	1	7	0	1	1	1	2	0	4	1	1	1	0	2	3	214	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Sh765B-TzT-29; uncultured delta proteobacterium
OTU_481	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	Bacteria; Proteobacteria; SPOTSOCT00m83; uncultured bacterium
OTU_492	0	0	0	1	1	1	1	1	0	4	1	0	0	1	1	0	0	0	2	1	1	0	0	0	2	0	0	0	0	1	0	0	2	1	0	2	2	0	18	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales
OTU_494	1	0	0	1	1	2	3	0	3	1	1	1	1	1	1	2	0	0	1	0	1	0	2	1	1	2	0	0	3	3	4	0	0	0	0	2	5	37	0	0	0	3	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Haliea; uncultured bacterium
OTU_5	311	161	170	176	129	118	142	140	128	154	150	105	199	324	106	134	94	92	94	102	154	118	99	6028	4324	373	341	352	1060	997	865	1168	1461	1937	1773	2725	2423	498	1510	1631	191	1834	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius
OTU_512	10	8	59	7	13	18	19	18	24	17	33	32	40	37	43	59	45	67	56	72	50	36	39	17	4	11	11	13	8	13	3	8	9	12	10	11	16	72	11	5	238	5	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; uncultured; uncultured bacterium
OTU_513	12	9	33	11	6	8	15	13	9	14	10	18	19	3	14	14	10	4	4	12	13	8	8	14	24	9	7	8	10	11	14	12	8	12	8	10	6	22	21	3262	15	4828	Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996 marine group; uncultured bacterium
OTU_557	3	1	0	0	10	3	6	11	6	21	16	19	25	3	1	1	4	1	0	2	1	1	2	169	2	3	1	6	2	3	2	2	3	3	2	7	5	4	2	2	6	6	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Devosia
OTU_569	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria
OTU_571	1	2	3	1	2	3	1	1	0	0	1	0	2	1	1	0	0	2	0	3	0	1	0	1	0	144	0	0	2	1	1	2	1	1	0	2	0	3	2	0	1	2	Bacteria; Proteobacteria; Alphaproteobacteria; Kordiimonadales; Temperatibacteraceae; Temperatibacter; uncultured bacterium
OTU_575	3	6	4	4	12	8	4	7	6	2	1	4	5	0	6	10	5	1	7	7	3	2	4	2	3	10	1	1	19	5	6	6	7	10	5	3	6	0	5	5	3	3	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales
OTU_58	2	0	31	0	0	0	2	0	0	0	0	2	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	14	20	5	0	3	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; uncultured bacterium
OTU_598	35	20	10	21	35	28	28	25	19	24	18	23	42	16	39	30	29	21	20	22	23	23	21	35	8	23	17	15	49	45	48	33	43	35	19	48	48	3967	18	22	11	24	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; uncultured
OTU_6	314	233	447	380	227	242	218	176	184	220	232	212	368	6414	994	936	712	696	894	1464	1737	1705	1573	11647	130	245	176	26923	1401	1202	934	1548	1807	2631	3249	4615	3345	688	259	419	745	432	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Nitratireductor
OTU_601	8	4	0	3	5	3	4	4	5	6	7	3	3	2	9	7	2	3	5	7	8	3	3	9	1	7	6	4	7	5	0	4	3	6	5	4	9	534	4	3	8	3	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Methylophaga; uncultured bacterium
OTU_606	40	37	42	56	637	660	807	818	994	1080	1470	1089	1928	237	123	154	57	56	91	64	89	78	83	3799	48	51	51	767	107	57	77	54	67	83	64	71	66	238	44	43	35	46	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Pseudospirillum
OTU_611	492	70	110	87	112	92	143	107	99	122	124	107	168	213	911	1204	750	859	951	852	1088	1037	1100	195	166	162	93	138	119	103	87	94	88	112	105	152	150	457	168	31	56	38	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
OTU_618	56	0	1	0	0	0	1	0	0	1	1	1	2	1	0	1	0	3	1	1	0	0	0	0	1	0	2	0	1	0	0	3	0	1	3	1	4	3	0	2	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Pseudohaliea
OTU_624	1	0	0	2	0	2	0	1	0	2	1	1	0	2	0	1	2	0	0	0	0	2	0	2	1	0	0	1	2	0	0	0	1	0	1	0	0	79	0	0	2	1	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Blfdi19; uncultured bacterium
OTU_628	204	215	205	159	324	325	369	220	242	315	200	173	270	3	355	342	237	191	271	236	194	178	164	96	273	283	37	34	256	190	226	127	138	153	124	171	167	32	81	206	5	219	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter
OTU_636	19	66	92	71	64	43	61	43	61	22	63	48	82	224	57	57	45	51	48	47	45	45	65	112	136	17	8206	81	76	93	81	105	75	74	85	52	119	222	61	25	120	27	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria
OTU_644	0	0	0	95	0	1	1	2	1	1	1	0	0	1	0	2	1	0	2	2	0	1	0	1	1	1	1	2	0	1	1	0	0	0	4	0	0	4	0	0	0	0	Unassigned
OTU_65	38	19	18	6	18	27	18	31	32	36	37	24	46	6	30	26	20	20	26	25	29	25	27	5	6	8	4	10	23	19	11	25	30	24	20	38	44	6020	24	22	8	29	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02; uncultured organism
OTU_666	2	4	6	9	22	26	44	26	27	38	28	37	47	7	3	6	2	1	3	3	6	1	3	8	6	12	2	5	11	10	13	9	4	8	9	15	18	13	5	3	10	3	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Aestuariivita
OTU_668	46	32	11	42	59	71	74	74	53	89	103	82	120	3012	680	649	481	355	435	326	583	453	415	181	40	32	26	60	90	61	51	44	44	55	32	89	63	519	27	28	19	21	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Pseudospirillum
OTU_681	11131	12259	11385	8151	22527	21221	24277	13034	15979	19831	13774	10773	16850	230	23721	22259	15395	12439	16384	12916	10923	9926	9848	4174	22442	15392	1489	1541	13520	9166	9781	6699	6689	7978	5338	8703	7068	1775	3070	12779	227	12018	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter
OTU_690	4	1	2	5	5	2	5	3	3	2	2	4	3	0	5	4	2	1	4	1	3	2	1	3	4	4	1	0	32	29	33	32	34	45	38	63	42	4	3	1	0	2	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales
OTU_696	5379	6	11	17	4	8	12	5	8	11	6	8	14	22	5	11	2	9	11	8	17	14	6	17	9	12	15	13	11	8	8	12	4	12	8	17	22	30	5	1561	14	1537	Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Chitinophagaceae; uncultured; uncultured bacterium
OTU_7	118	119	183	201	1806	1760	2133	2015	2122	2492	2369	1934	3387	481	168	200	111	128	139	131	150	148	163	328	255	333	252	165	628	713	627	658	627	859	707	1046	1051	899	268	55	107	61	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Sulfitobacter; uncultured bacterium
OTU_706	2	2	2	13	3	7	4	2	3	9	5	5	5	48	8	9	5	6	5	10	12	12	13	3	21	12	7	3	6	6	3	4	2	2	2	4	3	5	3	0	5	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
OTU_709	3	6	1	7	50	44	45	39	54	63	85	67	127	11	7	4	8	5	5	2	6	4	2	231	4	4	4	13	4	2	7	4	7	3	5	6	5	13	4	0	1	1	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Pseudospirillum; uncultured gamma proteobacterium
OTU_738	1239	1017	495	747	745	858	612	548	493	715	583	561	938	2881	161	172	112	130	208	218	186	179	173	110	79	236	184	332	358	239	212	302	247	371	291	536	446	749	366	492	2803	459	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Labrenzia
OTU_747	27	34	43	20	61	56	63	31	45	66	45	27	33	1	62	73	43	32	34	39	23	25	27	14	66	55	8	4	51	20	41	30	25	23	24	31	11	6	12	35	0	42	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter
OTU_761	5	2	2	2	5	4	4	3	2	5	4	4	1	0	7	4	4	4	10	4	3	2	4	1	10	7	1	0	4	6	9	2	2	5	4	4	4	3	0	0	1	2	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter
OTU_767	3298	2955	5636	4242	4332	4184	4691	2713	3017	3739	2811	2199	3272	165	4751	4504	3074	2394	3349	2659	2234	2063	2059	12390	5350	5352	7575	420	21516	16149	16340	9853	11977	14698	10674	13542	12365	6906	9388	2376	147	2351	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter
OTU_770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; uncultured; uncultured bacterium
OTU_78	0	0	3	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	4	Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; uncultured
OTU_79	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; Blastopirellula
OTU_792	0	0	0	0	0	0	0	1	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	23	0	35	Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996 marine group; uncultured bacterium
OTU_793	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	16	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; uncultured; uncultured bacterium
OTU_8	2	4	2	6	9	9	5	11	8	9	5	4	15	15	187	213	128	127	225	161	194	188	157	155	4	1	6	3	4	1	2	0	2	0	1	1	0	1	6	0	18	2	Unassigned
OTU_800	106	382	52	254	74	83	67	70	68	93	83	53	121	39	53	54	41	38	52	74	76	79	58	87	51	169	30	78	42	28	27	26	34	33	21	44	32	16	124	292	208	438	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Stappia
OTU_802	36	25	33	33	63	57	70	56	65	82	68	60	89	88	40	53	33	26	34	37	45	40	47	63	21	54	40	67	42	43	28	49	32	45	24	75	48	2125	2381	10	21	11	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
