OTUID	X107	X108	X13	X146	X1851A	X1851B	X1851C	X1852A	X1852B	X1852C	X1853A	X1853B	X1853C	X351	X3621A	X3621B	X3621C	X3622A	X3622B	X3622C	X3623A	X3623B	X3623C	X379	X64	X89	Aip24B	CX	MF1A	MF1B	MF1C	MF2A	MF2B	MF2C	MF3A	MF3B	MF3C	MacPC	RT13	RT146	RT351	RT64
ko00622	132922.2417	144178.1833	145850.2833	116436.5	165332.8667	156545.7333	172779.9167	122214.6	135319.9583	169764.4833	138557.4167	112900.2	188924.3	139099.2917	174526.85	172619.3417	119178.375	112569.5	143888.4667	138953.0667	125624.5667	114882.6417	113126.85	55729.84167	145954.4667	199964.4667	101663.8833	97477.71667	172503.175	139119.3667	123829.5333	120073.65	116254.2667	149733.4417	116642.1167	177216.3833	158664.45	103093.125	90425.15833	106877.1917	86186.95	103156.2917
ko00623	70885.89167	75725.25	86580.76667	57907.13333	66866.26667	63675.56667	66856.75	49743.36667	53142.075	68452.61667	57248.61667	47320.33333	79647.63333	25945.475	75454.1	75063.99167	51888.20833	52003.75	69704.78333	69886.55	60047.48333	55559.775	51301.28333	20267.725	49891.51667	87895.91667	71958.36667	62004.73333	72673.975	54784.71667	48050.2	51355.68333	50700.4	65720.90833	51353.3	80480.75	69607.4	33983.075	53149.35833	64574.05833	55226.81667	64669.29167
ko00624	46741.15	54908.96667	51837.55	43301.31667	35819.375	34066.7	33648.58333	33035.65	31975.05	41817.025	36949.75	31113.96667	55772.475	54144.40833	42144.15	44456.975	30625.625	35299.675	45783.025	52611.825	46812.45	43070.025	40518.20833	16281.325	21530.175	76319.75	38770.625	62031.3	54848.575	44833.275	36265.55833	40396.275	39120.925	52344.975	42767.225	63998.63333	56727.675	44182.65833	45954.05	29271.75833	57753.38333	27106.25
ko00625	188835.3	196698.0333	223019.8833	162134.7	172349.2417	164380.45	172715.7	137859.7333	145543.3167	185780.8583	160898.2333	133949.3167	227512.5583	135401.025	192468.5	193968.4417	133980.925	136519.075	180086.675	185110.5083	164173.5	151039.7583	141777.3917	89838.44167	128859.5583	249625.5667	190265.725	202933.1333	229486.175	182795.4583	155709.0583	168504.5917	165832.4083	214356.7417	169515.725	260894.2167	230581.3083	203712.5083	146744.8833	161278.1583	180722.4167	157569.4
ko00626	57485.48889	56661.59444	71863.58889	41811.72778	49921.30556	47780.71667	50776.03333	40928.24444	43450.16111	55374.63889	50412.31667	41985.78889	70465.41111	42585.00556	53834.35	54283.82222	37579.32778	37967.81667	49697.63889	50486.8	45785.26667	42342.81111	39973.41667	24350.85556	37869.47222	69392.99444	29086.82778	56868.57222	68178.73333	55469.32778	47058.46111	53577.16667	52302.09444	67400.27778	53622.86667	83433.83889	74240.42778	70888.35	42643.46667	47310.44444	46253.24444	46653.8
ko00627	335199.2111	360377.7889	421113.8778	252231.7222	294971.7194	281638.25	293521.6333	240778.7889	250210.0722	320991.0861	282387.1167	235212.0944	400284.3806	243785.9694	329807.15	334019.8361	230841.5472	239247.175	315560.1194	328880.1083	290586.45	268288.4472	251728.4417	169168.3861	217855.7194	458102.1722	214727.3806	314531.7611	473692.525	374245.0972	328187.9139	328016.225	332634.8639	429661.1139	335864.3583	503526.1778	449892.9306	286328.8417	312527.2833	263303.0472	284698.7389	258666.8167
ko00630	1436807.517	1506773.911	1751903.261	1268221.761	1230542.583	1175163.394	1222529.089	1007102.594	1044331.589	1338900.622	1172171.389	978534.0833	1666822.183	1045950.089	1380233.794	1399375.322	966889.7778	1003055.444	1323391.178	1382039.517	1221295.978	1126567.15	1058675.944	817580.7333	913449.8722	1941210.1	1622161.528	1389503.344	2135937.989	1696007.85	1486185.3	1475159.922	1503099.522	1934949.056	1509092.656	2249665.794	2021332.022	1385313.539	1338195.278	1080922.333	1339455.078	1045661.967
ko00633	204022.7278	212844.2972	219533.3361	117696.5139	126476.2444	121079.6583	115378.1917	114528.9556	109837.1806	145455.9028	130970.925	110798.6944	197356.8722	129639.7028	155117.6917	162481.5278	112093.1306	130457.425	174669.6778	198279.8167	171663.025	158742.3806	144683.3417	55421.68611	61015.95278	264233.1556	123513.9222	224336.7528	201588.75	159169.1306	127821.3139	150913.4083	148911.3222	198598.7556	159297.5583	244669.4611	215366.7639	134622.1833	178547.4167	138950.5889	208557.4056	132840.95
ko00640	1071911.094	1099651.217	1335225.889	998177.1667	993013.9361	948241.9944	1005720.406	778466.2333	828512.5611	1054105.042	911824.0722	757204.1611	1269915.331	690186.9583	1095416.411	1095843.392	757615.125	754196.1361	997021.2306	1001655.858	884820.7444	815949.4306	770405.6194	700818.8028	795191.875	1399139.556	1261698.408	918890.1556	1698308.197	1335443.431	1198930.197	1138852.081	1173937.986	1497562.586	1155902.031	1714873.272	1542939.619	1036020.414	984033.7778	853238.2639	858665.4667	836313.6833
ko00642	46809.42778	50157.72778	53158.96667	44656.46111	45721.80278	43440.00556	46063.29444	35972.47778	38277.11667	48655.64722	41125.69444	34063.17778	58140.86389	38961.51389	50580.40556	50814.61389	35117.53611	35554.39722	46391.70833	47578.825	42160.88889	38722.71389	36808.41389	18513.96944	35081.91389	64885.95556	62607.36944	40076.06667	53304.96944	42354.54722	36534.54722	38257.25278	37436.19167	48872.475	38386.85278	58711.86667	52363.15833	50449.75278	36226.38889	37643.41389	39116.04444	36601.15
ko00643	178550.8806	197693.9444	205152.6056	174684.3778	174651.0472	165749.95	176434.2167	145667.7778	152466.5861	193528.5972	167713.7333	138897.4389	239716.2361	220519.3556	190224.5	193930.2722	133843.1444	138889.2917	177089.2806	187262.825	170437.7333	156192.3444	151001.9083	74883.18889	137324.5972	277336.2111	193918.6861	182235.2222	212366.8167	174161.6194	148169.8361	155762.9083	149672.9194	196395.8611	158406.0417	237823.3722	212625.6028	196483.3833	148287.5417	131256.6778	168621.1611	125936.725
ko00650	1069456.503	1109724.217	1325864.589	1039271.3	1049799.319	1001346.094	1074829.672	838007.9333	893005.7028	1129711.342	982810.8722	813391.5944	1367432.681	964004.5667	1132681.194	1136905.8	785385.1167	777336.7861	1010249.764	1017585.575	917496.5444	844088.9722	811988.5861	763079.2778	873658.2583	1490997.389	1206055.942	913414.2722	1818734.222	1455405.547	1304505.614	1220087.864	1251463.886	1598706.644	1235966.697	1820469.989	1648926.969	1246393.606	1008491.003	826228.5222	827221.5	812486.7417
ko00660	386119.7083	395434.6667	468527	380593.9667	354528.075	338280.6	358496.3833	282118.0833	297406.1083	378284.4417	325924.8667	269707.7833	456397.9083	302799.3833	391962	394158.4333	271904.4167	273435.3917	358785.6417	366013.325	325381.6	299499.95	284857.7917	283430.2667	285996.7417	527120.7667	558546.725	333494.9333	636264.7	500175.4083	453134.6083	409350.525	425390.8583	544276.7167	421060.8083	612889.4833	551660.125	425500.5333	378261.225	289445.5667	320202.9167	278011.675
ko00670	443765.3306	448848.1167	543704.1444	485029.9167	394772.7556	376865.5722	398402.4111	318570.8833	336068.2306	426674.45	371877.6444	309969.2722	523512.4278	335335.5917	436410.3722	439337.925	303586.9083	306517.8722	402863.1111	411355.5333	366055.6889	337036.4861	319580.3556	322430.9639	316831.0333	590625.7778	874133.4	394656.0111	720436.9528	570172.2444	510916.0778	481312.4444	496852.5389	634557.5639	491981.3778	721758.1444	652825.6889	459807.6028	419936.2806	339494.8028	390841.4833	329880.8083
ko00680	1043977.608	1090511.9	1233131.183	877428.1667	849799.1417	811581.8667	833790	699476.1167	717695.1083	924286.7417	805673.2833	672443.3167	1155516.758	725998.1667	972190.8	989081.3667	682962.0167	720687.4583	954703.9583	1010571.525	887128.3833	817997.5667	763515.8917	555957.4333	605314.325	1398541.183	1201864.142	1025054.367	1432663.083	1128630.158	983547.325	983218.9917	1000575.158	1294891.667	1013943.425	1512346.083	1351766.625	970453.6	961781.7083	804725.5333	997217.3833	787867.075
ko00710	419469.6056	401873.5611	487621.6722	471753.4444	356717.8972	340115.35	360851.7333	289056.7278	306793.5111	388890.6972	339839.3167	283753.4222	479776.1528	318583.8639	391913.6167	394650.2306	272910.4361	276039.8417	360827.9972	368420.8083	329561.3833	303255.8361	288033.5417	265865.4972	285716.1639	522924.6444	843006.0861	367307.9222	555384.125	443273.5528	390258.1194	393041.1917	395768.5361	507512.4694	397767.8417	593425.3722	535432.0861	459987.575	337732.7333	326497.2194	352585.8944	319266.2167
ko00720	1115251.183	1137753.772	1340571.006	1086166.456	954786.0917	911612.4222	955210.5278	783074.8889	818746.7944	1044126.503	917869.8278	765611.4333	1302239.008	858871.4028	1062992.072	1075548.803	743351.8639	765345.6472	1005428.714	1043251.325	927705.8556	854604.425	806754.1639	686556.425	727706.8028	1473071.083	1568180.647	1018090.289	1603979.319	1275347.292	1121604.542	1113389.019	1131889.953	1455778.603	1136819.119	1691176.456	1524382.836	1163501.219	1002535.289	853752.975	965093.2056	835299.05
ko00730	370984.375	367186.4556	439076.0056	322790.1056	312916.1833	298791.7889	312539.4778	250582.5222	262536.6861	335434.9778	289961.3611	241336.9833	409779.65	241105.9194	351706.4389	354385.3028	244727.7472	249955.0889	330804.1556	340588.0833	300009.1056	276354.925	259440.7889	229900.975	238464.7611	472116.15	475333.9722	334621.4222	537738.9694	422653.65	375906.9667	363194.0111	372994.8611	477948.9528	371345.0444	549402.0056	494154.2778	370754.1194	331952.2139	274086.675	302872.7556	259002.1417
ko00740	184758.6444	180382.2806	218278.3861	206799.6806	174942.5528	166823.075	180109.9917	142660.8889	152221.4306	191143.2611	167193.8083	138457.6778	233660.5472	193577.6444	187316.5917	188589.9694	130242.6389	128763.6333	165505.0861	167442.5583	153413.9083	140596.8222	136754.9833	154663.4611	150281.4278	255454.3722	367098.4306	151008.5861	317953.9917	256497.7722	230585.4222	212768.0167	218571.4806	278809.5972	216369.4167	314463.9944	287575.7222	255136.075	172118.2667	133797.8139	148648.6389	129626.1833
ko00750	187818.8806	186659.7278	228444.8222	195634.9444	164900.1889	157545.3167	166331.4	129730.5111	137437.5861	174957.1889	151090.4833	125505.8389	211147.4944	115928.2306	184051.2833	184288.1139	127364.6694	127512.6167	169036.6056	170584.85	150330.8333	138523.9528	130340.2667	135834.8472	131911.6722	239681.1278	325330.3111	162468.8556	300091.6583	234349.0611	212101.9611	196840.1667	204825.0111	260622.7194	201424.1	295257.2722	265813.2611	181648.275	175261.4083	145109.6028	151935.4778	140637.6417
ko00760	553518.2167	572969.15	657453.85	513822.1333	491143.5917	468234.8833	493116.2667	404564.5833	422588.9333	537546.0583	468184.9667	390320.8667	665613.5917	494403.6417	544305.55	551730.3583	381009.3417	391738.5583	510465.0917	532143.7917	476256.35	437940.5083	417164.575	376509.3917	388070.725	777134.7	720466.5583	523920.5667	843587.6083	672503.025	595599.925	569925.775	581212.575	747175.7417	585571.3083	860456.1667	775496.2583	684301.1417	519646.2333	416909.8917	505119.45	406087.3333
ko00770	620614.8306	632048.0167	733073.9611	632926.9667	549510.3472	524064.5722	552646.5611	445264.5833	466174.2472	593601.225	513563.6444	426323.0889	725852.2861	517524.9333	609616.2389	616151.1167	425304.5333	433949.6806	567406.9028	587001.325	523474.6056	481537.1444	457985.2972	411747.8556	436722.5917	850607.7778	988002.725	560178.9778	957503.5111	758489.3694	677601.1194	634976.6194	652119.1472	837241.5556	652675.9861	955546.4778	861117.2139	672005.0111	584035.8472	456787.2944	542749.55	439937.8583
ko00780	399799.5611	384769.8889	500420.9278	423101.5389	371453.2111	354344.5	383698.6667	300920.4389	324138.2556	407476.2778	361670.7667	301092.3111	502780.8556	350699.5611	394052.35	394969.6944	273078.2389	268254.1667	346679.2611	345772.2167	315182.1833	290177.2889	280182.3167	280900.3278	313352.5444	510433.7556	608264.4222	307749.8611	597151.7667	479426.2889	431087.8056	412606.8333	418872.2389	535186.4056	417212.1667	616635.9778	558721.0056	490679.9167	343423.35	316718.2222	305424.4722	313058.9167
ko00785	55267.44444	54542.10556	67631.72778	64373.50556	48467.20278	46244.41667	49163.08333	40070.07222	42746.27222	53850.23611	47817.65	40267.86111	67707.69722	42845.16944	52949.88333	53288.96944	36857.28056	37184.20833	48674.98611	49535.79167	44371.18333	40831.34722	38802.55833	42672.31944	38924.18611	70653.25556	116948.2139	47735.26111	81052.80833	64515.26389	57364.98056	56326.125	57358.68056	73349.38056	57242.475	84748.09444	76723.39722	60605.09167	48356.66667	43390.18056	45461.23889	42492.35
ko00790	571968.9361	561282.3556	704920.1444	530021.6389	501183.1194	479179.5833	505145.7667	389190.6889	413936.2972	527155.9361	454035.2333	377225.2444	632189.7472	298883.0778	560506.05	559365.8944	386797.9556	384470.1417	513111.5861	513624.925	449759.8167	414756.7556	388145.7583	403299.4944	397581.7028	704291.7056	777477.6639	471817.2444	916364.8	713878.0139	646157.7306	603238.2417	629857.2972	800976.6722	615067.7583	906422.6611	817463.5972	535667.5167	527881.275	443504.3722	441594.1722	424118.7583
ko00791	111185.5694	118078.9056	124741.9944	74714.40556	102759.3028	97873.55	102065.2333	78158.90556	81874.83056	105445.9361	86772.91667	71733.66111	122004.0472	60129.32778	117076.5833	117410.7278	81018.40556	82122.04167	109501.9528	112280.125	97083.31667	89481.07222	83676.89167	54048.36111	78449.15278	151820.2556	71608.84722	102766.1611	164383.7667	127358.6972	113516.7972	105678.425	109098.0972	140438.2722	107991.075	160836.3278	142721.7306	96901.45	101565.2917	85358.37222	88632.73889	82061.94167
ko00830	41648.15556	38259.42778	54442.55556	29802.81111	37880.58056	36318	39444.71667	29799.69444	32692.96111	41305.33056	37956.76667	31484.13889	51667.68611	24253.01389	39701.95	39365.99722	27312.66944	26140.375	34367.83056	32873.975	30096.85	27913.91944	26386.425	19174.39722	30549.33056	43713.26111	15273.05278	34474.47222	48978.45833	39744.95278	34301.38611	39468.85833	38621.98611	49212.08611	38802.025	61245.85556	54600.66944	52006.05833	27347.31667	37448.66944	25040.17778	37397.81667
ko00860	824158.8306	873466.05	965960.9611	823803.0833	737391.1972	701869.4889	740485.9611	629221.0667	651513.8972	827867.925	729484.4444	608062.0056	1046283.869	940228.5167	807346.0389	826232.4667	570301.8667	596853.8972	765741.7528	815659.8583	741415.6889	680749.0944	655760.1972	510566.4389	576940.5583	1227404.594	1178490.992	811586.0278	1212642.478	987856.8361	858971.5861	849586.7194	850318.1139	1102183.622	872193.2361	1283646.028	1163007.931	1069933.811	774016.2806	591013.2278	759655.1833	573792.5917
ko00900	426366.2472	418293.5278	525876.3056	458494.9944	404991.5389	386808.2833	417822.95	324428.1111	348442.0861	438438.5722	385793.25	319659.0556	534302.3278	382931.3639	432487.8333	432915.1472	299596.2361	292820.6	379627.6222	376944.95	342933.2833	315232.9861	304610.95	330681.9306	347659.6556	556805.4444	639137.8778	330326.7556	743385.5417	598948.6778	537196.7111	507206.1333	521747.2778	663527.8528	510799.7167	752393.6056	687878.6111	533155.175	387137.375	330619.0528	308367.9444	328806.775
ko00901	399.4333333	819.4333333	1212	2171.5	113.8333333	100.3333333	119.7666667	121.6666667	137.5	175.8333333	182.6666667	181.3333333	287	716.9333333	194	192.3333333	165.3333333	252.3333333	252	244.5	246.3333333	220.5	232	518.8333333	498.2	1077.2	706.8333333	1339.833333	497.5	414.7666667	335	931.6	825.2666667	886.7666667	977.9333333	1366.633333	1285.333333	356.0333333	181.1666667	572.8333333	2122.166667	676.8666667
ko00902	2588	1879	5247	2083	944	971	1079	1257	1354	1728	2558	2214	3421	391	515	558	409	443	608	481	610	667	550	266	122	306	177	593	1520	1394	1117	2128	2004	2619	2055	3663	3214	486	1676	1749	206	1852
ko00903	211629.4139	206368.5444	278139.2722	194047.5778	197400.3389	189199.5167	204423.4833	158911.6778	170529.4028	215355.2056	195133.65	161917.7389	267757.7111	164092.8972	208093.0167	208177.5806	144080.4194	139715.5333	182675.8389	179313.1	163367.3667	151019.7861	144802.1333	154400.0806	165780.5222	260653.1278	219700.4944	168386.9222	379389.375	305002.1778	274089.0444	258561.8	267146.4111	339491.3694	260040.8	386844.6222	350607.2611	232393.525	197205.6417	178419.4028	148095.2278	185946.8583
ko00906	37730.14444	35507.03889	44897.46111	68636.00556	35368.29444	33505.1	37409.23333	33770.47222	35705.42222	43994.71111	40880.9	34184.77778	58895.18889	84856.66111	34120.48333	35639.79444	24637.32222	25604.36667	29766.06111	32400.08333	32833.03333	29895.53889	31161.83333	27156.84444	35056.84444	58716.03889	101026.0389	26318.06111	52725.28333	48181.58889	40253.43889	43867.1	41397.57222	54407.78889	43969.6	64382.61111	61300.65556	71069.98333	29388.16667	29503.35556	28766.45556	30665.05
ko00908	25942.41389	25748.09444	30946.93889	29982.72778	21944.01389	20921.4	22084.76667	18266.19444	19317.51944	24498.41389	21825.88333	18304.65556	31088.93611	21258.12222	24058.78333	24344.52222	16861.07778	17363.34167	22620.84722	23398.35833	21021.36667	19350.41111	18327.75833	12935.30556	16696.19722	32567.17778	53371.38611	23553.58889	29697.78333	24122.98611	20461.81944	23177.94167	22638.85278	29258.12778	23203.95833	35492.05556	32093.03611	26661.15	19566.925	20302.22778	22618.64444	19835.84167
ko00909	18.08333333	12.33333333	27	43.5	10.33333333	11.33333333	11.16666667	10.66666667	8.75	13.33333333	10.16666667	7.833333333	15.5	23.08333333	23.5	18.58333333	10.58333333	11.83333333	18	18.5	17.83333333	19.75	20.5	1049.583333	68	16.5	15.33333333	89.33333333	77.25	69.66666667	41.5	49	51.16666667	74.91666667	99.33333333	146.3333333	105.3333333	194.0833333	18.41666667	372.5833333	49.66666667	414.9166667
ko00910	571718.5972	571139.4222	709069.1333	506063.3222	533669.5639	509341.4278	541821.9722	403768.4389	430721.9083	548340.1028	460039.3722	379932.0889	634322.3861	318935.8111	592538.8778	589473.3111	407106.6722	398674.2861	529274.375	524975.0417	459384.9611	423600.0611	400713.9861	444285.3889	447652.9194	745498.1444	704248.2806	461939.05	1031150.372	800774.5861	738029.6528	642746.2639	680289.425	861901.7833	659298.4306	954146.2833	859393.925	650197.9556	572386.0528	442373.2611	418593.4556	422484.6417
ko00920	653228.4528	686932.8611	792347.2333	594283.1444	536461.9028	512357.3556	528457.5444	445499.6444	458161.0417	589618.1806	520650.8778	435655.5444	745770.5472	466236.9222	607549.8889	618498.2056	427525.2611	450559.2306	595305.975	628891.5083	555187.1722	512514.3556	478653.4806	345760.8444	380659.7639	874248.0889	715608.4861	658658.1833	880937.8278	697521.7306	604880.4472	621104.7528	627052.0917	810551.6	637710.8861	957020.8167	855052.175	645243.1278	593941.6972	484484.3722	661929.1944	465598.475
ko00930	185426.3278	176264.0222	255628.5444	180353.1056	196053.9194	187635.8	209337.85	156032.3056	171776.5056	214126.6194	195453.6333	160976.7778	262699.4972	187519.5194	196507.7	194779.4028	134861.6806	124241.675	158334.9361	147817.3917	139913.8	129167.9806	128116.6917	160833.1694	180595.9361	231732.1556	154636.2806	109237.9278	364652.4917	295631.2806	271629.1806	244685.675	253283.4139	319977.8139	244551.2583	359494.9278	328308.0972	249209.6583	174508.85	152834.7806	83920.63889	160330.9
ko00940	74127.30278	53417.99722	78816.56944	63927.29722	44606.95278	42686.64167	44865.64167	35785.97222	38032.42222	48399.67778	42713.44167	35846.61111	60218.54722	29426.66944	50174.84167	50267.19444	34799.58056	35371.05	46965.61944	47507.125	41899.04167	38610.24722	35958.8	39088.01944	34514.77778	66209.58889	112683.3306	50172.66944	74574.58333	58105.42222	52261.03889	54777.96667	55676.73056	70397.77222	56204.8	82597.36111	74983.70556	51716.73333	48693.225	59791.98889	46296.07222	60659.35833
ko00941	43	270.5	877.5	130.5	87	76.5	101	101.5	109.5	145	153	161	240.5	19	92	90.5	78.5	97	89.5	97	113	98.5	107.5	47.5	210	789	85	1150.5	375	329.5	263	846	747	774	848	1168.5	1140	110.5	77	1676	107.5	2584.5
ko00943	26.33333333	10.33333333	48	8848.666667	12.83333333	10	11.5	7.833333333	8	18.33333333	10.5	9.666666667	18.16666667	13.66666667	9.833333333	11.33333333	9.666666667	5.833333333	7	9	5.666666667	10.16666667	10	16	7.5	10.83333333	1109	14.16666667	18	16.33333333	7.833333333	28.83333333	25.66666667	30	23.83333333	30.83333333	40.5	24.33333333	16.83333333	29	43	26.33333333
ko00944	17540.16667	15434.55	17177.01667	24384.25	7521.916667	7206.25	6209.416667	6500.166667	5830.816667	8129	6811.416667	5872.2	10783.08333	1886.966667	10407.61667	10897.75	7522.166667	9129.2	12719.58333	14643.65	12021.41667	11166.33333	9748.5	837.7	2242.7	17602.53333	10807.91667	16881.68333	12903.15	9508.833333	7532.7	9520.266667	9612.883333	12872.45	10282.13333	15797.7	13771.5	1347.55	13504.53333	12860.95	16179.83333	12384.06667
ko00945	43	270.5	877.5	130.5	87	76.5	101	101.5	109.5	145	153	161	240.5	19	92	90.5	78.5	97	89.5	97	113	98.5	107.5	47.5	210	789	85	1150.5	375	329.5	263	846	747	774	848	1168.5	1140	110.5	77	1676	107.5	2584.5
ko00950	63424.15	61620.63333	75483.93333	71121.13333	60579.45	57514.28333	62760.18333	50375.71667	54322.73333	67960.88333	60013.9	49950.1	84563.36667	74725.9	63532.6	64163.83333	44330.4	44306.08333	55911.91667	56982.35	52929.85	48420.78333	47509.33333	34916.76667	50278.71667	87086.55	113674.75	54698.9	72377.9	60223.61667	51976.03333	56504.45	54005.11667	69734.75	56587.6	84725.88333	76940.25	65217.95	45258.95	48836.68333	52660.53333	46875.65
ko00960	126237.9778	130367.3889	146817.7944	128210.3556	118707.6028	112855.1333	120551.8333	97917.38889	103562.0389	130956.6028	113978.3833	94816.54444	161765.8639	131743.3694	128831.6667	130530.1028	90077.16389	91816.575	118103.2361	122586.0083	111169.95	101981.2306	98279.925	71578.66944	94502.85278	179795.0889	198351.0306	118270.2611	164331.8417	133063.6639	115956.4972	116831.625	115301.7139	149512.9139	118874.6417	176859.7611	158986.4139	137330.9917	105292.6667	96020.44722	114023.4889	92587
ko00965	35580.87222	37920.06111	42187.02222	20459.36111	24095.70556	23022.01667	22224.7	18985.71111	18820.67778	25149.88889	21237.1	17918.35556	31191.54444	5015.455556	29937.61667	30433.35556	21052.89444	23350.4	32110.52222	34594.98333	28748.8	26714.31111	23757.7	4819.272222	12729.33889	42323.19444	18438.57778	36229.07222	32535.18333	23956.06111	19914.86111	23911.43333	23917.06111	31436.42778	24937.08333	39007.78889	33686.67778	5979.9	29686.73333	26313.71111	35011.44444	23973.55
ko00966	33288.15833	33680.78333	40839.86667	39715.28333	34704.50833	33044.93333	36111.91667	27767.45	30014.74167	37551.85833	32554.08333	26856.3	45070.35833	37732.93333	36644.78333	36680.73333	25305.03333	24566.90833	31351.30833	31171.025	28675.38333	26274.45	25823.65833	30923.86667	30842.64167	48231.91667	63201.95833	25744.36667	58408.35	46899.10833	42805.80833	38191.35833	39232.95833	49959.25	38787.94167	55978.98333	51057.225	54859.1	31639.99167	25262.08333	23664.2	24715.80833
ko00970	2121504.903	2122079.736	2578635.058	1897896.719	1889679.786	1803552.714	1916065.869	1510914.328	1602104.083	2034600.406	1773007.853	1474325.528	2480917.614	1524307.764	2084888.247	2093161.056	1444960.619	1450566.572	1905936.275	1932215.158	1717403.764	1582572.014	1500593.972	1596497.236	1542060.872	2772943.606	2403564.936	1818097.858	3279503.494	2560414.306	2332285.472	2118182.011	2197059.725	2804990.067	2181287.228	3178099.217	2846111.317	2102024.428	2003173.681	1627970.706	1743872.828	1594057.108
ko00980	285064.0222	312358.6444	362152.3556	220122.4778	248573.4056	237398.75	247997.9	215858.3278	221214.8611	283090.4222	257496.9167	215018.6222	368474.0944	298342.2056	272159.65	279491.7889	193121.9611	204522.8167	264633.4222	283207.0167	257159.6833	237156.8278	225840.5333	146308.4389	179699.1722	419418.2278	198078.9111	294708.3722	426520.85	347744.0944	299271.3611	308660.65	308653.1278	399928.5778	317046.4333	473853.6389	426934.0611	342884.7167	278203.1833	196822.6444	261643.1111	187059.8
ko00981	64091.75278	65523.33889	71431.34444	67002.28889	51179.14444	48823.3	50049.56667	42550.18889	43721.48056	56166.04444	48732	41013.87778	70667.07222	46208.36944	58811.18333	60014.83611	41488.78056	43945.58333	58112.74444	61779.88333	54437.98333	50075.73056	46688.91667	29624.48611	36431.22778	84009.60556	125949.0056	77099.82778	78596.29167	63006.00556	52751.07222	57666.31667	57019.65556	73801.18056	58356.3	89124.19444	79144.42222	73745.24167	50970.75833	50727.59722	76864.63889	49480.075
ko00982	288394.3389	314472.8444	370492.7889	222442.6444	249816.5722	238670.3333	249497.9667	217596.4944	223140.1778	285466.1722	261005.75	217967.9056	373170.5944	300407.8222	272975.85	280377.7056	193749.8778	205200.7667	265451.5889	283905.1667	258182.9333	238159.9111	226683.8667	148600.0556	179743.0056	420723.0611	198568.7444	297070.5556	424891.5833	346291.6611	298191.0611	308978.2333	308578.8278	399767.7611	317550.8833	474822.6222	427506.5611	343879.9833	280264.8833	199908.8444	264442.5278	190107
ko00983	220791.4611	223196.6778	255861.35	247938.0778	169793.9111	161952.3056	166530.5611	143355.2944	147004.9667	189066.7056	166983.9778	140073.3778	241541.1056	167445.5889	192908.7389	197181.0889	136326.7944	145801.3889	191484.6	204650.5	181034.6556	166898.8556	156301.3389	93270.39444	120571.0389	283370.9222	375268.6778	213367.55	251117.2778	200532.2056	170450.8056	185564.0778	183606.2	239162.6167	190182.4444	287354.9833	257215.8	199402.0278	182550.1722	173047.9889	209259.5444	172281.9833
ko00984	8588.7	4002	8176.9	6160.2	3893.55	4039.15	3855.55	3803.8	4102.5	4837.6	5155.2	4828.45	7275.6	2240.25	3615.55	3602.25	2830.7	2169.95	3412.85	2658.05	2667.85	2385.75	2329.6	6235.35	3518.15	2712.8	2137.55	1555.9	45136.6	40610.35	32240.1	39315.1	40710.45	51150.45	37041.35	58210.4	57146.3	11774.15	4514.75	6808.15	2906.15	8508.15
ko01040	270403.6389	264676.8694	334196.8639	272583.6694	267031.4306	254465.9917	277447.6083	216256.5444	232611.7361	291758.2556	256294.2417	211705.3722	355483.6861	297000.2056	280693.7083	281849.1972	194765.3278	190252.9667	242710.9972	242812.425	224319.4583	205768.9944	201697.4333	197149.0889	232633.4056	371073.2944	294701.9861	201921.0972	440499.425	358384.6944	321668.6611	302125.1667	306713.3028	392467.2361	305084.25	447239.9056	408907.8611	372777.1917	240985.5667	217109.4861	194395.6778	217995.6167
ko01051	39025.16389	26758.74444	34937.63889	44608.97778	22526.01389	21508.15	22708.46667	19174.59444	20341.21944	25681.66389	23100.33333	19590.35556	33172.08611	22990.92222	24696.43333	25041.07222	17342.67778	17900.49167	23305.19722	24118.85833	21799.46667	20073.26111	18994.55833	20287.90556	18129.79722	33923.92778	94151.83611	26443.83889	31545.18333	25725.28611	21844.31944	24997.09167	24388.55278	31448.02778	25133.20833	38256.40556	34663.68611	41186.75	20695.225	31447.37778	27655.84444	33388.74167
ko01053	17828.275	18303.43333	23655.43333	22572.96667	8940.158333	8608.75	7778.133333	8518.2	8109.158333	10846.875	10461.58333	9269.45	16032.575	3542.433333	11519.13333	12068.7	8406.516667	10102.55833	13979.575	15749.39167	13331.01667	12499.7	10887.375	5534.75	4496.725	18505.98333	52468.325	21313.5	15837.71667	12050.29167	9670.041667	12710.14167	12662.20833	16756.71667	13339.95833	20963.05	18341.29167	20635.73333	16607.94167	15048.01667	22596.71667	14430.64167
ko01054	11287.95556	8181.236111	14392.09722	9762.236111	13012.39722	12415.59167	14108.24167	8095.544444	9550.419444	11763.70556	8923.325	6980.938889	10875.61944	2931.022222	13947.64167	13228.96389	9107.394444	7368.216667	9842.247222	7861.575	6884.291667	6261.994444	6182.516667	17157.63889	14555.60556	11790.29444	14075.36944	2004.263889	27289.20833	20259.66111	20682.49444	13561.3	15609.10278	19116.95278	14048.2	18602.92222	16855.67778	9133.641667	11820.6	10432.81944	7364.611111	9707.366667
